Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons)
1976,Rajasthan,Sikar,0.1,0.1,17.7,24.3,0.1,0.3
1977,Rajasthan,Sikar,0.1,0.1,23.3,33.3,0.1,0.5
1978,Rajasthan,Sikar,0.2,0.2,30.7,44.2,0.1,0.5
1979,Rajasthan,Sikar,0.1,0.1,25,49,0.1,0.4
1980,Rajasthan,Sikar,0,0,34.9,43.2,0.1,0.3
1981,Rajasthan,Sikar,0,0,34.1,65.1,0.1,0.3
1982,Rajasthan,Sikar,0,0,40,58,0.1,0.3
1983,Rajasthan,Sikar,0,0,39.7,59.4,0.1,0.4
1984,Rajasthan,Sikar,0,0,39,53.8,0.1,0.4
1985,Rajasthan,Sikar,0,0,38.8,93.6,0.1,0.3
1986,Rajasthan,Sikar,0,0,42,99,0.1,0.4
1987,Rajasthan,Sikar,0,0,41,78,0.1,0.3
1988,Rajasthan,Sikar,0,0,43.9,86.8,0.1,0.3
1989,Rajasthan,Sikar,0,0,44.1,86.8,0.1,0.4
1990,Rajasthan,Sikar,0,0,44.71,58.43,0.1,0.5
1991,Rajasthan,Sikar,0,0,47.85,126.59,0.07,0.32
1992,Rajasthan,Sikar,0,0,54.01,150.71,0.05,0.21
1993,Rajasthan,Sikar,0,0,56.21,112.16,0.03,0.15
1994,Rajasthan,Sikar,0,0,55.21,91.3,0.04,0.16
1995,Rajasthan,Sikar,0,0,60.66,130.7,0.03,0.17
1996,Rajasthan,Sikar,0,0,70.27,184.08,0.04,0.18
1997,Rajasthan,Sikar,0,0,82.15,187,0.03,0.16
1998,Rajasthan,Sikar,0,0,86.57,219.71,0.03,0.13
1999,Rajasthan,Sikar,0,0,89.38,189.2,0.03,0.12
2000,Rajasthan,Sikar,0,0,86.77,171.19,0.03,0.14
2001,Rajasthan,Sikar,0,0,82.09,269.38,0.04,0.17
2002,Rajasthan,Sikar,0,0,84.63,247.14,0.03,0.11
2003,Rajasthan,Sikar,0,0,86.84,229.26,0.03,0.17
2004,Rajasthan,Sikar,0,0,86.65,266.72,0.02,0.11
2005,Rajasthan,Sikar,0,0,84.61,215.36,0.02,0.14
2006,Rajasthan,Sikar,0,0,84.35,267.67,0.02,0.09
2007,Rajasthan,Sikar,0,0,85.2,170.92,0.02,0.11
2008,Rajasthan,Sikar,0,0,85.66,250.46,0.02,0.09
2009,Rajasthan,Sikar,0,0,90.63,301.18,0.01,0.07
2010,Rajasthan,Sikar,0,0,100.48,343.78,0.02,0.1
2011,Rajasthan,Sikar,0,0,100.08,292.55,0.02,0.14
2012,Rajasthan,Sikar,0,0,100.13,327.29,0.02,0.12
2013,Rajasthan,Sikar,0,0,101.35,331.36,0.02,0.17
2014,Rajasthan,Sikar,0,0,99.56,347.49,0.01,0.09
2015,Rajasthan,Sikar,0,0,92.33,323.19,0.01,0.1
2016,Rajasthan,Sikar,0,0,92.03,333.63,0.01,0.08
2017,Rajasthan,Sikar,0,0,86.08,285.83,0.01,0.11
1966,Rajasthan,Sirohi,0,0,26,28,0,0
1967,Rajasthan,Sirohi,0,0,32,39,0,0
1968,Rajasthan,Sirohi,0.1,0,24.3,23,0,0
1969,Rajasthan,Sirohi,0,0,16,19,0,0
1970,Rajasthan,Sirohi,0,0,32,49,0,0
1971,Rajasthan,Sirohi,0,0,22,35,0,0
1972,Rajasthan,Sirohi,0,0,23,26,0,0
1973,Rajasthan,Sirohi,0,0,33,58,0,0
1974,Rajasthan,Sirohi,0,0,26,36,0,0
1975,Rajasthan,Sirohi,0.1,0,34.8,52.8,0,0
1976,Rajasthan,Sirohi,0.1,0.1,32,46.5,0,0
1977,Rajasthan,Sirohi,0.2,0.3,35.6,51.2,0,0
1978,Rajasthan,Sirohi,0.2,0.3,35.7,46.6,0,0
1979,Rajasthan,Sirohi,0.2,0.1,34,39,0,0
1980,Rajasthan,Sirohi,0.2,0.2,24.7,31.9,0,0
1981,Rajasthan,Sirohi,0.1,0,23.1,25,0,0
1982,Rajasthan,Sirohi,0.1,0.1,22,28,0,0
1983,Rajasthan,Sirohi,0,0,29.7,51.4,0,0
1984,Rajasthan,Sirohi,0.1,0.1,21.8,36.7,0,0
1985,Rajasthan,Sirohi,0.1,0,20.3,34.6,0,0
1986,Rajasthan,Sirohi,0,0,16,31,0,0
1987,Rajasthan,Sirohi,0,0,9,14,0,0
1988,Rajasthan,Sirohi,0,0,15.8,33.4,0,0
1989,Rajasthan,Sirohi,0,0,14.8,33.4,0,0
1990,Rajasthan,Sirohi,0.02,0.02,26.62,69.41,0,0.01
1991,Rajasthan,Sirohi,0.02,0.02,20.35,51.88,0,0
1992,Rajasthan,Sirohi,0.02,0.02,37.52,93.68,0,0.01
1993,Rajasthan,Sirohi,0.01,0.01,31.21,62.49,0.04,0.2
1994,Rajasthan,Sirohi,0.01,0.02,40.33,62.58,0,0
1995,Rajasthan,Sirohi,0.01,0.01,30.95,74.62,0.05,0.26
1996,Rajasthan,Sirohi,0.02,0.02,24.25,70.85,0,0
1997,Rajasthan,Sirohi,0.02,0.02,35.82,68.32,0,0.02
1998,Rajasthan,Sirohi,0.01,0.01,30.08,58.8,0,0.01
1999,Rajasthan,Sirohi,0.01,0.01,18.6,28.78,0,0
2000,Rajasthan,Sirohi,0.01,0.01,15.22,25.63,0,0
2001,Rajasthan,Sirohi,0.01,0.01,22.53,51.03,0,0
2002,Rajasthan,Sirohi,0,0,10.09,24.43,0,0
2003,Rajasthan,Sirohi,0.01,0.01,26.66,70.47,0,0
2004,Rajasthan,Sirohi,0,0,16.3,30.25,0,0
2005,Rajasthan,Sirohi,0,0,27.2,64.34,0.03,0.19
2006,Rajasthan,Sirohi,0.01,0.01,46.19,109.24,0,0
2007,Rajasthan,Sirohi,0,0.01,39.35,92.7,0,0
2008,Rajasthan,Sirohi,0,0.01,24.79,52.78,0,0.01
2009,Rajasthan,Sirohi,0,0,18.02,44.12,0,0
2010,Rajasthan,Sirohi,0,0,39.05,114.37,0,0
2011,Rajasthan,Sirohi,0,0,37.25,101.13,0,0
2012,Rajasthan,Sirohi,0,0,35.95,99.14,0,0.01
2013,Rajasthan,Sirohi,0,0,34.04,94.1,0,0
2014,Rajasthan,Sirohi,0,0,26.85,62.38,0,0
2015,Rajasthan,Sirohi,0.01,0.01,34.23,91.61,0,0
2016,Rajasthan,Sirohi,0,0,37.51,108.65,0,0
2017,Rajasthan,Sirohi,0,0,22.24,66.37,0,0
1966,Rajasthan,Tonk,0,0,62,42,1,1.8
1967,Rajasthan,Tonk,0,0,78,67,1,1.8
1968,Rajasthan,Tonk,0.1,0,69.5,50,1,3.1
1969,Rajasthan,Tonk,0,0,89,53,2,3.7
1970,Rajasthan,Tonk,0,0,93,76,1,4
1971,Rajasthan,Tonk,0,0,106,95,1,3.1
1972,Rajasthan,Tonk,0,0,50,45,1.4,5.5
1973,Rajasthan,Tonk,0,0,101,79,1.6,5.5
1974,Rajasthan,Tonk,0,0,111,88,1.7,7.6
1975,Rajasthan,Tonk,0.1,0,110.7,116,1.2,3.1
1976,Rajasthan,Tonk,0,0,112.2,114.4,1.3,5
1977,Rajasthan,Tonk,0,0,134.1,97.2,1.9,10.7
1978,Rajasthan,Tonk,0,0,111.5,116.1,2.2,6.8
1979,Rajasthan,Tonk,0,0,113,135,1,3
1980,Rajasthan,Tonk,0,0,83.5,77.2,0.8,1.6
1981,Rajasthan,Tonk,0,0,126.8,105.8,1,3.6
1982,Rajasthan,Tonk,0,0,120,126,1.1,3.3
1983,Rajasthan,Tonk,0,0,121.4,133.4,1.1,4
1984,Rajasthan,Tonk,0,0,98.2,104,0.7,3.1
1985,Rajasthan,Tonk,0,0,105.9,133.1,0.5,2
1986,Rajasthan,Tonk,0,0,106,126,0.6,2.4
1987,Rajasthan,Tonk,0,0,86,163,0.7,1.7
1988,Rajasthan,Tonk,0,0,87.3,123.4,0.3,0.7
1989,Rajasthan,Tonk,0,0,72.2,123.4,0.2,1.2
1990,Rajasthan,Tonk,0,0,76.79,123.09,0.36,2.53
1991,Rajasthan,Tonk,0,0,81.36,138.54,0.58,2.4
1992,Rajasthan,Tonk,0,0,99.5,170.49,0.5,2.99
1993,Rajasthan,Tonk,0,0,82.34,90.32,0.39,2.23
1994,Rajasthan,Tonk,0,0,90.12,202.46,0.32,1.43
1995,Rajasthan,Tonk,0,0,96.74,198.97,0.46,2.99
1996,Rajasthan,Tonk,0,0,103.86,242.11,0.44,3.02
1997,Rajasthan,Tonk,0,0,105.52,177.72,0.37,1.85
1998,Rajasthan,Tonk,0.03,0.04,111.27,201.72,0.38,2.73
1999,Rajasthan,Tonk,0.16,0.2,89.88,114.31,0.32,1.47
2000,Rajasthan,Tonk,0.07,0.07,70.48,108.5,0.2,1.36
2001,Rajasthan,Tonk,0.01,0.02,60.3,123.64,0.15,0.87
2002,Rajasthan,Tonk,0.01,0.01,39.83,80.98,0.11,0.31
2003,Rajasthan,Tonk,0.01,0.01,47.24,124.62,0.05,0.21
2004,Rajasthan,Tonk,0.01,0.01,60.62,169.24,0.05,0.32
2005,Rajasthan,Tonk,0,0.01,54.65,138.65,0.08,0.62
2006,Rajasthan,Tonk,0,0,63.43,163.35,0.1,0.45
2007,Rajasthan,Tonk,0,0,69.96,175.02,0.06,0.35
2008,Rajasthan,Tonk,0,0,40.64,105.91,0.04,0.13
2009,Rajasthan,Tonk,0.01,0.01,39.93,106.73,0.03,0.19
2010,Rajasthan,Tonk,0,0,88.63,284.5,0.03,0.25
2011,Rajasthan,Tonk,0,0,67.43,233.37,0.05,0.26
2012,Rajasthan,Tonk,0,0,61.77,211.22,0.08,0.71
2013,Rajasthan,Tonk,0,0,58.42,200.01,0.09,0.96
2014,Rajasthan,Tonk,0.01,0.01,66.38,138.76,0.11,1.01
2015,Rajasthan,Tonk,0.01,0.01,51.47,160.97,0.09,0.56
2016,Rajasthan,Tonk,0,0,69.18,250.84,0.04,0.3
2017,Rajasthan,Tonk,0,0,45.84,152.77,0.02,0.09
1966,Rajasthan,Udaipur,10,2,32,30,4,9.6
1967,Rajasthan,Udaipur,12,8,52,62,3,9.2
1968,Rajasthan,Udaipur,13.7,2,42.8,47,7,14.7
1969,Rajasthan,Udaipur,11,5,34,39,6,9.5
1970,Rajasthan,Udaipur,14,11,71,116,4,10
1971,Rajasthan,Udaipur,15,9,66,87,6,30.4
1972,Rajasthan,Udaipur,15,2,33,32.2,6.3,22.1
1973,Rajasthan,Udaipur,16,8,95,145,4.1,15.1
1974,Rajasthan,Udaipur,12,1.4,64,94,9.8,41.6
1975,Rajasthan,Udaipur,15.7,17.6,82.3,107,7.2,22.2
1976,Rajasthan,Udaipur,14.8,13.5,83.2,109.9,8.2,37.8
1977,Rajasthan,Udaipur,20,23,87.1,144.5,10.5,51.3
1978,Rajasthan,Udaipur,18.8,17.7,97.1,140.1,10,41.9
1979,Rajasthan,Udaipur,16.9,1.8,87,109.1,6.8,24.5
1980,Rajasthan,Udaipur,17.3,13,70.7,105.4,6.7,30.7
1981,Rajasthan,Udaipur,15.5,11.7,73.1,108.7,7.7,32.7
1982,Rajasthan,Udaipur,11,4.4,78,114.4,7.1,26.5
1983,Rajasthan,Udaipur,18.9,19.7,112.5,190.2,5.2,19.3
1984,Rajasthan,Udaipur,19.3,20.5,81.7,154.6,5.5,27.1
1985,Rajasthan,Udaipur,15.4,3.5,72.3,142.1,4.6,13.3
1986,Rajasthan,Udaipur,14,2,58,91,4,14
1987,Rajasthan,Udaipur,5,1,33,63,2.9,7.7
1988,Rajasthan,Udaipur,11.1,9.4,63.8,119.4,1.4,3.8
1989,Rajasthan,Udaipur,10.7,7.6,76.9,119.4,2.1,9.4
1990,Rajasthan,Udaipur,13.41,16.06,98.08,224.14,3.49,18.12
1991,Rajasthan,Udaipur,16.18,9.93,89.97,188.85,5.01,19.72
1992,Rajasthan,Udaipur,15.15,12.69,112.42,247.79,4.73,18.55
1993,Rajasthan,Udaipur,15.37,4.28,85.96,156.77,4.36,19.09
1994,Rajasthan,Udaipur,16.58,13.49,116.23,235.62,3.69,13.76
1995,Rajasthan,Udaipur,11.47,4.17,84.99,199.88,4.38,21.25
1996,Rajasthan,Udaipur,10.83,5.98,103.47,305.81,4.04,20.36
1997,Rajasthan,Udaipur,10.62,9.21,95.85,229.94,3.7,18.56
1998,Rajasthan,Udaipur,8.67,5.55,76.15,169.67,3.2,14.28
1999,Rajasthan,Udaipur,6.67,3.15,44.13,90.13,2.36,7.43
2000,Rajasthan,Udaipur,6.04,1.81,20.83,45.22,1.28,3.44
2001,Rajasthan,Udaipur,6.52,7.35,54.33,139.48,0.64,3.06
2002,Rajasthan,Udaipur,3.77,0.96,18.42,41.9,0.5,1.71
2003,Rajasthan,Udaipur,5.23,6.22,39.18,97.64,0.4,1.64
2004,Rajasthan,Udaipur,5.63,4.27,51.84,169.75,0.36,2.12
2005,Rajasthan,Udaipur,5.87,4.6,84.31,193.65,0.39,2.28
2006,Rajasthan,Udaipur,6.29,5.9,125.6,334.21,0.86,6.36
2007,Rajasthan,Udaipur,5.92,4.59,113.79,291.8,1.24,9.36
2008,Rajasthan,Udaipur,4.32,3.14,68.36,153.27,1.1,7.08
2009,Rajasthan,Udaipur,4.83,3.47,54.88,145.93,0.69,3.9
2010,Rajasthan,Udaipur,5.42,6.35,103.79,278.3,0.47,2.95
2011,Rajasthan,Udaipur,5.9,6.55,123.19,368.27,0.56,3.62
2012,Rajasthan,Udaipur,5.14,5.64,125.96,351.53,0.58,4.02
2013,Rajasthan,Udaipur,5.29,6.49,123.74,378.58,0.64,3.33
2014,Rajasthan,Udaipur,5.27,6.1,128.26,340.96,0.63,3.15
2015,Rajasthan,Udaipur,5.18,5.3,120.11,335.68,0.6,4.25
2016,Rajasthan,Udaipur,5.17,6.19,134.5,438.66,0.55,2.72
2017,Rajasthan,Udaipur,5.51,6.68,137.2,417.14,0.53,3.42
1966,Punjab,Gurdaspur,65.3,71,126.2,170,22.1,60
1967,Punjab,Gurdaspur,73,95,123.1,162,21.3,54
1968,Punjab,Gurdaspur,78.9,109,126.9,248,23.9,65
1969,Punjab,Gurdaspur,74.6,105,138.6,321,23.4,99
1970,Punjab,Gurdaspur,79,130,152,318,20.5,88
1971,Punjab,Gurdaspur,83,140,141,293,21.2,80
1972,Punjab,Gurdaspur,82,134,152,306,21,93
1973,Punjab,Gurdaspur,85,155,147,282,19,112
1974,Punjab,Gurdaspur,93,146,144,315,21,85
1975,Punjab,Gurdaspur,95,214,176,369,19,87
1976,Punjab,Gurdaspur,112.9,241,179.9,379,19,96
1977,Punjab,Gurdaspur,127,293,169,389,19,91
1978,Punjab,Gurdaspur,136,304,180,388,18,105
1979,Punjab,Gurdaspur,138,292,186,418,12,59
1980,Punjab,Gurdaspur,141,289,182,398,12,61
1981,Punjab,Gurdaspur,136,329,186,452,23,139
1982,Punjab,Gurdaspur,135,329,190,493,23,119
1983,Punjab,Gurdaspur,138,367,197,543,18,110
1984,Punjab,Gurdaspur,148,411,198,621,17,105
1985,Punjab,Gurdaspur,153,414,196,643,17,113
1986,Punjab,Gurdaspur,162,435,201,510,19,122
1987,Punjab,Gurdaspur,155,342,199,627,19,102
1988,Punjab,Gurdaspur,166,371,197,652,18,101.6
1989,Punjab,Gurdaspur,171,456,203,590,19,116
1990,Punjab,Gurdaspur,173,441,206,663,17.5,103
1991,Punjab,Gurdaspur,175,468,201,669,17,109
1992,Punjab,Gurdaspur,182,474,211,746,17,104
1993,Punjab,Gurdaspur,185,492,218,820,11,63
1994,Punjab,Gurdaspur,190,511,219,840,12,75
1995,Punjab,Gurdaspur,191,472,210,757,19,133
1996,Punjab,Gurdaspur,186,513,205,804,21.1,133
1997,Punjab,Gurdaspur,182,512,195,733,18.7,96
1998,Punjab,Gurdaspur,187,521,214,862,15,84
1999,Punjab,Gurdaspur,198,561,213,929,16.4,112
2000,Punjab,Gurdaspur,191,569,217,924,18.2,123
2001,Punjab,Gurdaspur,194,571,217,1011,23,157
2002,Punjab,Gurdaspur,189,547,206,784,24,161
2003,Punjab,Gurdaspur,193,587,219,952,22,132
2004,Punjab,Gurdaspur,202,641,227,810,20,131
2005,Punjab,Gurdaspur,190,590,227,904,21,132
2006,Punjab,Gurdaspur,201,636,229,910,25,155
2007,Punjab,Gurdaspur,191,617,231,976,28,179
2008,Punjab,Gurdaspur,201,663,231,927,22,132
2009,Punjab,Gurdaspur,204,640,230,940,19,124
2010,Punjab,Gurdaspur,204,705,226,919,21,130
2011,Punjab,Gurdaspur,174.39,649,188.96,898,25,154
2012,Punjab,Gurdaspur,201,618,226,998,26,189.1
2013,Punjab,Gurdaspur,202,585,226,989,25,179.4
2014,Punjab,Gurdaspur,202,524,229,742,28,209.3
2015,Punjab,Gurdaspur,203,588,225,1022,25,177.8
2016,Punjab,Gurdaspur,203,634,225,1016,25,201.3
2017,Punjab,Gurdaspur,204,729,226,1041,26,218.7
1966,Punjab,Amritsar,66.6,89,167.4,273.1,16.2,35
1967,Punjab,Amritsar,69.9,100,177,278,14.5,64
1968,Punjab,Amritsar,72.5,113,214.2,501,15.1,56
1969,Punjab,Amritsar,80.2,133,226,606,23.4,67
1970,Punjab,Amritsar,89,174,233,542,11.4,47
1971,Punjab,Amritsar,96,202,236,649,10.3,41
1972,Punjab,Amritsar,93,176,248,545,9,43
1973,Punjab,Amritsar,124,275,246,504,9,53
1974,Punjab,Amritsar,105,198,246,560,11,43
1975,Punjab,Amritsar,112,257,255,618,11,55
1976,Punjab,Amritsar,123.5,276,271.4,676,12,61
1977,Punjab,Amritsar,151,413,274,697,11,51
1978,Punjab,Amritsar,182,510,284,756,10,55
1979,Punjab,Amritsar,187,412,296,821,8,39
1980,Punjab,Amritsar,196,348,298,809,6,30
1981,Punjab,Amritsar,198,417,303,791,10,46
1982,Punjab,Amritsar,193,420,313,930,9,58
1983,Punjab,Amritsar,207,484,322,991,7,39
1984,Punjab,Amritsar,217,582,323,1121,6,21
1985,Punjab,Amritsar,231,649,331,1141,5,29
1986,Punjab,Amritsar,242,642,339,865,5,24
1987,Punjab,Amritsar,230,506,327,1182,5,24
1988,Punjab,Amritsar,257,617,334,1260,5,27.8
1989,Punjab,Amritsar,274,809,350,1247,5,27
1990,Punjab,Amritsar,279,768,355,1319,5,26
1991,Punjab,Amritsar,284,781,353,1356,6,39
1992,Punjab,Amritsar,287,803,352,1379,6.4,35
1993,Punjab,Amritsar,289,846,356,1492,6.6,42
1994,Punjab,Amritsar,298,921,352,1476,5.5,36
1995,Punjab,Amritsar,304,881,341,1362,10,67
1996,Punjab,Amritsar,289,883,335,1390,17,102
1997,Punjab,Amritsar,292,879,349,1353,11.2,61
1998,Punjab,Amritsar,305,877,354,1567,8.7,52
1999,Punjab,Amritsar,318,988,358,1738,8.3,55
2000,Punjab,Amritsar,319,972,361,1690,10.5,67
2001,Punjab,Amritsar,319,958,363,1700,10,68
2002,Punjab,Amritsar,311,879,356,1513,11,72
2003,Punjab,Amritsar,326,872,358,1538,10,57
2004,Punjab,Amritsar,334,1034,372,1591,7,44
2005,Punjab,Amritsar,345,1003,371,1643,6,34
2006,Punjab,Amritsar,351,1052,368,1525,6,36
2007,Punjab,Amritsar,349,1085,369,1629,7,45
2008,Punjab,Amritsar,352,1057,373,1613,5,29
2009,Punjab,Amritsar,357,1031,371,1524,3,18
2010,Punjab,Amritsar,358,1003,375,1659,3,18
2011,Punjab,Amritsar,357,972,375,1847,4,20
2012,Punjab,Amritsar,364,1143,372,1682,3,21.2
2013,Punjab,Amritsar,359,1112,371,1865,6,47.6
2014,Punjab,Amritsar,358,1045,376,1513,4,30.1
2015,Punjab,Amritsar,359,1017,374,1684,4,30.3
2016,Punjab,Amritsar,366,1188,373,1816,4,30.2
2017,Punjab,Amritsar,362,1436,375,1791,7,59.6
1966,Punjab,Kapurthala,18.6,26,56.5,111,5,15
1967,Punjab,Kapurthala,21,32,57.3,91,4.1,12
1968,Punjab,Kapurthala,24.3,38,61.4,140,4.4,11
1969,Punjab,Kapurthala,24.1,41,68,140,4.2,17
1970,Punjab,Kapurthala,27,55,66,167,3.4,11
1971,Punjab,Kapurthala,29,66,67,128,3,11
1972,Punjab,Kapurthala,28,73,67,142,3,13
1973,Punjab,Kapurthala,29,67,73,140,3,18
1974,Punjab,Kapurthala,30,79,73,156,3,12
1975,Punjab,Kapurthala,31,85,73,169,3,15
1976,Punjab,Kapurthala,40.1,104,89.6,166,3,16
1977,Punjab,Kapurthala,48,136,93,209,3,19
1978,Punjab,Kapurthala,58,173,92,189,3,16
1979,Punjab,Kapurthala,66,171,95,266,2,11
1980,Punjab,Kapurthala,66,197,99,275,2,13
1981,Punjab,Kapurthala,70,218,101,280,3,17
1982,Punjab,Kapurthala,69,201,103,269,3,25
1983,Punjab,Kapurthala,73,221,106,311,2,13
1984,Punjab,Kapurthala,77,249,108,329,2,13
1985,Punjab,Kapurthala,82,239,109,359,2,14
1986,Punjab,Kapurthala,100,319,110,322,3,20
1987,Punjab,Kapurthala,86,268,109,396,3,19
1988,Punjab,Kapurthala,96,176,110,410,3,17.9
1989,Punjab,Kapurthala,94,331,110,406,3,21
1990,Punjab,Kapurthala,97,276,113,418,2.8,18
1991,Punjab,Kapurthala,97,284,111,417,3,18
1992,Punjab,Kapurthala,97,296,113,438,3.9,28
1993,Punjab,Kapurthala,102,329,118,463,2.2,15
1994,Punjab,Kapurthala,101,322,113,467,3,17
1995,Punjab,Kapurthala,102,269,116,442,12.6,73
1996,Punjab,Kapurthala,95,290,104,439,7.3,41
1997,Punjab,Kapurthala,100,299,102,348,5,27
1998,Punjab,Kapurthala,99,314,108,465,3.8,23
1999,Punjab,Kapurthala,100,349,111,523,4.1,23
2000,Punjab,Kapurthala,103,358,111,493,5.1,33
2001,Punjab,Kapurthala,105,364,114,538,6,37
2002,Punjab,Kapurthala,102,362,112,445,7,41
2003,Punjab,Kapurthala,104,361,112,496,6,32
2004,Punjab,Kapurthala,105,423,115,460,5,30
2005,Punjab,Kapurthala,108,422,111,483,4,22
2006,Punjab,Kapurthala,110,414,109,444,4,24
2007,Punjab,Kapurthala,110,428,111,506,5,27
2008,Punjab,Kapurthala,114,428,111,472,3,15
2009,Punjab,Kapurthala,115,452,111,457,3,18
2010,Punjab,Kapurthala,118,459,108,480,3,18
2011,Punjab,Kapurthala,118,433,110,542,3,18
2012,Punjab,Kapurthala,117,445,110,510,4,25.8
2013,Punjab,Kapurthala,117,451,111,548,4,32.8
2014,Punjab,Kapurthala,117,439,110,429,4,31.2
2015,Punjab,Kapurthala,118,474,110,469,5,38
2016,Punjab,Kapurthala,118,483,106,522,4,32.7
2017,Punjab,Kapurthala,118,513,108,523,4,33.5
1966,Punjab,Jalandhar,8.2,11,134.3,209.3,21.2,67
1967,Punjab,Jalandhar,9,14,151,263,19,67
1968,Punjab,Jalandhar,12.3,17,165.8,384,20.2,70
1969,Punjab,Jalandhar,11.8,20,170,399,19.5,78
1970,Punjab,Jalandhar,14,22,178,444,17,67
1971,Punjab,Jalandhar,24,50,192,441,13.1,53
1972,Punjab,Jalandhar,29,65,194,486,13,63
1973,Punjab,Jalandhar,27,75,201,472,14,82
1974,Punjab,Jalandhar,36,84,200,501,19,126
1975,Punjab,Jalandhar,31,84,203,498,17,104
1976,Punjab,Jalandhar,39.5,116,213.3,516,17,100
1977,Punjab,Jalandhar,52,159,210,519,17,109
1978,Punjab,Jalandhar,73,239,214,536,16,97
1979,Punjab,Jalandhar,80,235,218,629,12,63
1980,Punjab,Jalandhar,88,260,211,518,11,70
1981,Punjab,Jalandhar,92,287,218,672,16,105
1982,Punjab,Jalandhar,93,326,222,655,16,115
1983,Punjab,Jalandhar,103,322,225,722,13,93
1984,Punjab,Jalandhar,110,392,223,756,13,87
1985,Punjab,Jalandhar,123,431,225,834,12,83
1986,Punjab,Jalandhar,132,471,221,711,17,106
1987,Punjab,Jalandhar,128,409,222,823,18,111
1988,Punjab,Jalandhar,140,392,215,807,20,117.7
1989,Punjab,Jalandhar,150,532,221,810,23,151
1990,Punjab,Jalandhar,158,496,219,820,23.6,144
1991,Punjab,Jalandhar,157,539,211,810,24.9,160
1992,Punjab,Jalandhar,154,527,209,805,26.1,165
1993,Punjab,Jalandhar,160,583,225,923,19,112
1994,Punjab,Jalandhar,167,574,226,962,18.9,116
1995,Punjab,Jalandhar,137.62,433.52,236.6,931.86,35.1,225.07
1996,Punjab,Jalandhar,143.01,489.62,185.38,779.57,32.98,183.95
1997,Punjab,Jalandhar,151.23,506.45,191.77,685,22.37,125.53
1998,Punjab,Jalandhar,162.06,527.5,198.82,905.65,20.09,113.65
1999,Punjab,Jalandhar,161.06,561.6,203.87,990.88,20.7,121.09
2000,Punjab,Jalandhar,164.67,584.38,209.7,963.93,21.84,135.14
2001,Punjab,Jalandhar,159.45,532.23,210.31,982.64,23.32,143.92
2002,Punjab,Jalandhar,159.23,587.11,208.48,869.94,24.32,139.87
2003,Punjab,Jalandhar,166.67,569.31,214.75,936.71,21.1,97.67
2004,Punjab,Jalandhar,175.5,659.39,217.36,924.32,15.27,84.18
2005,Punjab,Jalandhar,180.89,630.31,213.92,948.83,15.27,84.96
2006,Punjab,Jalandhar,179.33,641.49,208.92,875,16.88,95.67
2007,Punjab,Jalandhar,179.5,672.34,210.92,941.08,18.49,104.89
2008,Punjab,Jalandhar,186.72,717.93,217.36,889.17,13.66,77.52
2009,Punjab,Jalandhar,195.16,777.52,215.14,927.76,10.05,60.91
2010,Punjab,Jalandhar,198.38,728.91,214.14,1005.28,12.05,71.08
2011,Punjab,Jalandhar,199.77,720.86,216.75,1102.07,12.66,70.74
2012,Punjab,Jalandhar,199.77,768.96,217.8,1006.02,13.05,85.05
2013,Punjab,Jalandhar,201.16,719.22,214.75,1063.31,13.66,100.86
2014,Punjab,Jalandhar,201.77,753.86,213.36,857.02,14.66,106.59
2015,Punjab,Jalandhar,203.99,806.72,218.58,986.48,14.66,93.23
2016,Punjab,Jalandhar,206.6,857.6,213.36,1037.14,13.66,114.27
2017,Punjab,Jalandhar,207.6,887.02,216.97,1095.85,14.66,125.26
1966,Punjab,Hoshiarpur,25.1,26,101.4,95.8,12.6,21
1967,Punjab,Hoshiarpur,27.5,33,113,143,11,18
1968,Punjab,Hoshiarpur,29.5,33,122.3,186,11.2,20
1969,Punjab,Hoshiarpur,29.6,41,126,161,11.2,41
1970,Punjab,Hoshiarpur,31,49,131,192,8.7,21
1971,Punjab,Hoshiarpur,37,71,155,222,6,11
1972,Punjab,Hoshiarpur,40,75,155,292,8,22
1973,Punjab,Hoshiarpur,37,62,147,337,11,29
1974,Punjab,Hoshiarpur,34,64,141,292,10,39
1975,Punjab,Hoshiarpur,35,70,145,308,10,46
1976,Punjab,Hoshiarpur,40.7,80,148.1,272,9,37
1977,Punjab,Hoshiarpur,38,86,145,261,9,40
1978,Punjab,Hoshiarpur,43,99,151,285,9,47
1979,Punjab,Hoshiarpur,40,82,159,336,6,26
1980,Punjab,Hoshiarpur,39,94,156,319,5,27
1981,Punjab,Hoshiarpur,42,116,165,337,8,44
1982,Punjab,Hoshiarpur,43,101,170,340,9,54
1983,Punjab,Hoshiarpur,42,105,168,367,7,46
1984,Punjab,Hoshiarpur,48,131,166,351,7,46
1985,Punjab,Hoshiarpur,48,118,163,414,7,38
1986,Punjab,Hoshiarpur,51,132,171,398,9,55
1987,Punjab,Hoshiarpur,48,110,167,430,10,52
1988,Punjab,Hoshiarpur,54,122,161,455,16,48
1989,Punjab,Hoshiarpur,64,183,163,453,13,78
1990,Punjab,Hoshiarpur,65,186,163,466,13.7,74
1991,Punjab,Hoshiarpur,58,173,155,457,14.6,81
